No,gene,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
8983,USP9Y,,,6.60339E-06,,,
8984,UTF1,,,,1.97036E-05,,
8985,UTP11L,,,,0.000101056,,
8986,UTP15,,,,3.8468E-05,,
8987,UTP3,,,,2.31493E-05,,
8988,UTRN,,,,0.000281017,,
8989,UTS2,,,,5.4209E-06,,
8990,UTS2B,,,,0.000955223,,
8991,UTY,,,3.20458E-07,,,
8992,UXT,,,,5.72979E-07,,etretinate
8993,VAMP3,,,,0.000610045,,
8994,VAMP5,,,,2.53822E-05,,
8995,VAMP8,,,,1.41029E-06,,fumonisin-b1
8996,VANGL2,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002414, HP:0002500, HP:0002977, HP:0007360, HP:0007364, HP:0007370, HP:0010301, HP:0010627, HP:0010651, HP:0011282, HP:0011283, HP:0011751, HP:0012443, HP:0012503, HP:0012639, HP:0100547, HP:0410043",23,0.016611624,,,
8997,VAPA,,,,0.000105693,,
8998,VARS,,,,0.00065529,,
8999,VASH1,,,0.010079223,,,
9000,VASH2,,,0.02024907,,,
9001,VASN,,,,6.20376E-07,,
9002,VASP,,,,0.000360229,,
9003,VAT1L,,,0.009950752,,,
9004,VCAM1,,,,1.04783E-05,,"androstenedione, corynanthine, dimethadione, ethotoin, etidronic-acid, fluorouracil, idoxuridine, mefenamic-acid, methimazole, parbendazole, phenytoin"
9005,VCAN,,,0.003329046,,"azacitidine, dimethadione, teniposide",
9006,VCP,"HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002120, HP:0002180, HP:0002283, HP:0002314, HP:0002492, HP:0002500, HP:0002538, HP:0002977, HP:0006892, HP:0006913, HP:0006919, HP:0007112, HP:0007367, HP:0007369, HP:0007372, HP:0012443, HP:0012444, HP:0012639, HP:0012757, HP:0012759, HP:0100547, HP:0100705, HP:0100707",27,,9.28029E-05,,
9007,VDAC2,,,,1.99104E-05,,
9008,VDR,HP:0012759,1,,5.37644E-18,,
9009,VEGFA,,,,1.10145E-05,,cyclosporin-a
9010,VENTX,,,,0.000139837,,
9011,VEZT,,,0.000390812,,,
9012,VGF,,,9.50193E-05,,,
9013,VGLL1,,,,2.50711E-11,,
9014,VGLL2,,,,5.34543E-06,,
9015,VGLL3,,,,1.39948E-05,,
9016,VHL,"HP:0001317, HP:0002011, HP:0002143, HP:0009713, HP:0010302, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100659",10,,0.000655508,,
9017,VIL1,,,,2.38188E-05,,
9018,VILL,,,,3.02028E-05,,
9019,VIM,,,,0.000458572,,"etidronic-acid, mitotane, oxaprozin"
9020,VIP,,,,2.30578E-05,,
9021,VMAC,,,,4.47603E-09,,
9022,VMO1,,,,1.87566E-05,,
9023,VNN1,,,,1.08317E-06,,"flubendazole, ketoprofen, phensuximide, prostaglandin-e1, trimethadione"
9024,VNN2,,,,5.44981E-13,,
9025,VNN3,,,,6.18705E-11,,
9026,VPREB1,,,,4.8004E-07,,
9027,VPREB3,,,,6.1595E-09,,valproic-acid
9028,VPS13B,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",16,0.028838414,,,
9029,VPS25,,,,1.96165E-06,,
9030,VPS28,,,,2.93615E-06,,"clomipramine, cytarabine, dexketoprofen, ethinyl-estradiol, ethotoin, levisoprenaline, mitotane, nicotine"
9031,VPS45,HP:0012759,1,3.36534E-05,,,
9032,VPS4B,,,,0.000219806,,
9033,VPS51,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002500, HP:0002977, HP:0006817, HP:0007343, HP:0007360, HP:0007361, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012639, HP:0012759, HP:0025100, HP:0025517, HP:0030047, HP:0100547",29,,8.19607E-05,,mephenytoin
9034,VPS52,,,,8.23112E-05,,
9035,VPS54,,,0.026146989,,,
9036,VRK3,,,,4.53788E-07,,
9037,VSIG2,,,,5.03778E-05,,
9038,VSIG8,,,,2.16444E-05,,
9039,VSTM1,,,,2.45917E-06,,
9040,VSTM2A,,,1.02723E-06,,,
9041,VSTM2L,,,9.96955E-06,,,
9042,VSX2,,,,1.14002E-05,,
9043,VTA1,,,0.000282959,,,
9044,VTI1B,,,,6.85075E-07,,
9045,VTN,,,,8.76535E-16,,
9046,VWA3A,,,0.046426221,,,
9047,VWA7,,,,0.000545522,,
9048,VWA9,,,,3.05725E-05,,
9049,VWC2,,,0.007006841,,,
9050,VWC2L,,,0.008704673,,,
9051,WARS,,,,2.77288E-06,,"floxuridine, levodopa, mifepristone, tianeptine, tolbutamide"
9052,WAS,"HP:0002011, HP:0012443, HP:0012639, HP:0012759, HP:0100659",5,,0.00048351,,
9053,WASF1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,0.000121165,,"diethylstilbestrol, menadione",
9054,WASF2,,,,0.000731862,,
9055,WASF3,,,0.008965189,,,
9056,WASH4P,,,,0.000618202,,
9057,WBP11,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",12,,1.55058E-05,,
9058,WBP2,,,,2.60845E-06,,
9059,WBP2NL,,,3.74072E-05,,,
9060,WBP5,,,,2.97922E-06,,
9061,WBSCR17,,,0.000453837,,,
9062,WBSCR22,,,,3.81314E-08,,
9063,WBSCR27,,,,0.000160847,,
9064,WBSCR28,,,,3.41924E-05,,
9065,WDFY3,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,2.29277E-09,,,
9066,WDPCP,"HP:0002011, HP:0012639, HP:0012759",3,3.73968E-05,,,
9067,WDR1,HP:0012759,1,,0.000644704,,
9068,WDR13,,,,2.09967E-07,,"lonidamine, tretinoin"
9069,WDR17,,,2.64994E-06,,,
9070,WDR18,,,,6.24471E-06,,
9071,WDR19,HP:0012759,1,0.03748055,,,
9072,WDR24,,,,6.7518E-05,,
9073,WDR34,,,,9.79788E-07,,
9074,WDR4,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",18,,2.83345E-07,,
9075,WDR43,,,,2.88487E-06,,
9076,WDR45,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002180, HP:0002418, HP:0002977, HP:0006919, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0045007, HP:0100547",19,,2.84289E-07,,
9077,WDR46,,,,7.08281E-13,,
9078,WDR47,,,0.000805047,,,
9079,WDR5,,,,9.18628E-10,,
9080,WDR5B,,,,4.664E-05,,
9081,WDR6,,,,4.25127E-10,,
9082,WDR7,,,2.20231E-11,,ketoprofen,
9083,WDR70,,,0.032970124,,,
9084,WDR72,,,,2.18748E-08,,
9085,WDR74,,,,1.5255E-08,,
9086,WDR76,,,,0.000399617,,
9087,WDR77,,,,1.18336E-05,,
9088,WDR81,"HP:0001272, HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002283, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0007047, HP:0007360, HP:0007364, HP:0007367, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100321, HP:0100547",28,,7.6028E-05,,
9089,WDR82,,,,0.000170945,,
9090,WDR83,,,,2.79045E-09,,
9091,WDR83OS,,,,8.12588E-07,,
9092,WDTC1,,,,9.92464E-05,,isoprenaline
9093,WEE1,,,,6.77526E-05,,
9094,WFDC13,,,,0.000242251,,
9095,WFIKKN2,,,,3.67626E-05,,
9096,WHSC1L1,,,0.000160609,,,
9097,WIBG,,,,2.68022E-07,,
9098,WIF1,,,,1.94194E-05,,"genistein, ketorolac, quercetin, ritodrine"
9099,WIPF3,,,0.000417361,,,
9100,WIPI2,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",11,,1.86533E-05,,
9101,WISP1,,,,9.0125E-11,,
9102,WISP2,,,,0.000553629,,
9103,WNK2,,,4.60891E-05,,,
9104,WNK3,,,2.1507E-08,,,
9105,WNK4,,,,3.78697E-09,,
9106,WNT10A,,,,6.54332E-10,,
9107,WNT2,,,,1.0645E-06,,
9108,WNT3,"HP:0001273, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0007375, HP:0012443, HP:0012639, HP:0100547",12,0.004560717,,,
9109,WNT3A,,,,3.62785E-06,,
9110,WNT6,,,,2.96146E-08,,
9111,WNT7A,"HP:0002011, HP:0002143, HP:0002414, HP:0010301, HP:0010651, HP:0012639, HP:0410043",7,0.000286293,,,
9112,WNT7B,,,2.0789E-05,,,
9113,WRAP73,,,,0.000117177,,
9114,WRB,,,9.67039E-07,,,
9115,WSCD1,,,0.001488189,,,
9116,WT1,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002977, HP:0007299, HP:0007364, HP:0007370, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",15,,5.22507E-23,,"acetazolamide, alitretinoin, busulfan, chlorpromazine, corticosterone, cortisone, cyproterone, decitabine, diazepam, ethosuximide, imipramine, levodopa, lynestrenol, metronidazole, perphenazine, phenytoin, vinblastine"
9117,WTAP,,,,8.91183E-05,,dacarbazine
9118,WWTR1,,,,0.000412591,,
9119,XAB2,,,,2.28767E-09,,
9120,XAF1,,,,0.000188257,,
9121,XAGE3,,,,5.2477E-07,,
9122,XBP1,,,,0.000137465,,"cyclosporin-a, genistein, levodopa"
9123,XCL1,,,,4.05529E-10,,
9124,XCR1,,,,2.99911E-09,,
9125,XDH,,,,4.64852E-05,,
9126,XG,,,,1.24376E-06,,
9127,XIRP1,,,,5.19557E-07,,
9128,XKR3,,,,4.49509E-07,,
9129,XKR4,,,3.98154E-07,,,
9130,XKR6,,,1.21098E-05,,,
9131,XKR7,,,2.96865E-05,,,
9132,XKRX,,,,0.000416151,,
9133,XPC,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,,2.49538E-06,,
9134,XPNPEP2,,,,2.76617E-05,,
9135,XPO1,,,,2.42308E-05,,
9136,XPR1,"HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0100547",8,9.65214E-08,,,
9137,XRCC1,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639",7,,2.60131E-05,,
9138,XRCC3,,,,8.31715E-07,,
9139,XRCC6,,,,2.24452E-05,,
9140,XRCC6BP1,,,,0.000180261,,
9141,XRRA1,,,0.04539986,,,
9142,XXYLT1,,,0.010596976,,,
9143,XYLB,,,0.040163429,,,
9144,XYLT1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100659",9,0.005386693,,zonisamide,
9145,YAE1D1,,,0.002380056,,,
9146,YAF2,,,7.42599E-08,,,
9147,YAP1,HP:0012759,1,,0.000170049,,
9148,YARS,,,,2.23794E-07,,"ethinyl-estradiol, hexachlorophene, mifepristone"
9149,YBEY,,,,3.41496E-05,,
9150,YBX1,,,,0.000145169,,
9151,YBX3,,,,2.35878E-07,,chloramphenicol
9152,YDJC,,,,2.13452E-10,,
9153,YEATS2,HP:0012759,1,0.000296799,,,
9154,YIF1A,,,,2.52341E-05,,
9155,YIPF7,,,7.97653E-05,,,
9156,YKT6,,,,8.83246E-05,,chlorambucil
9157,YME1L1,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",15,,0.000543857,,"chlormadinone, corynanthine, haloperidol, methyldopa, progesterone"
9158,YOD1,,,,0.000211807,,
9159,YPEL1,,,0.000320406,,,
9160,YPEL3,,,,3.59736E-06,,
9161,YPEL5,,,,1.38916E-07,,"clomipramine, diflorasone"
9162,YRDC,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0100547",16,,4.68765E-05,,
9163,YTHDC1,,,,4.12451E-05,,
9164,YTHDC2,,,0.000390266,,,
9165,YTHDF1,,,,0.000696173,,corticosterone
9166,YTHDF2,,,,9.52097E-05,,
9167,YY1,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547, HP:0100705",15,,8.7856E-06,,
9168,ZACN,,,,0.000310322,,
9169,ZAP70,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,0.000100729,,
9170,ZBBX,,,0.000217168,,,
9171,ZBED6,,,,2.63496E-06,,
9172,ZBED6CL,,,,2.17811E-11,,
9173,ZBP1,,,,1.39942E-07,,
9174,ZBTB1,,,,0.000476754,,
9175,ZBTB11,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",14,,9.04806E-05,,
9176,ZBTB14,,,,0.000772471,,
9177,ZBTB18,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",11,0.000946869,,"ephedrine, fumonisin-b1, hydrocortisone, leflunomide, naproxen, nifedipine, progesterone",
9178,ZBTB21,,,,3.80398E-06,,
9179,ZBTB24,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,6.72796E-09,,
9180,ZBTB3,,,,1.22251E-06,,
9181,ZBTB32,,,,0.000342444,,
9182,ZBTB39,,,,0.000640241,,
9183,ZBTB4,,,,3.03399E-05,,
9184,ZBTB42,,,,2.72725E-06,,
9185,ZBTB48,,,,8.57819E-06,,
9186,ZBTB49,,,0.019086615,,,
9187,ZBTB7A,,,,7.98945E-06,,
9188,ZBTB7B,,,,4.23016E-06,,
9189,ZBTB8B,,,2.45614E-05,,,
9190,ZC2HC1A,,,1.61839E-08,,,
9191,ZC2HC1B,,,9.23898E-05,,,
9192,ZC2HC1C,,,,6.57378E-06,,
9193,ZC3H10,,,,0.000536963,,
9194,ZC3H11A,,,,1.98631E-07,,
9195,ZC3H12A,,,,3.04298E-07,,
9196,ZC3H12C,,,0.000415259,,,
9197,ZC3H14,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,0.004540841,,,
9198,ZC3H15,,,,0.000395326,,
9199,ZC3H18,,,,6.4557E-05,,
9200,ZC3H3,,,,8.78275E-06,,
9201,ZC3H4,,,,0.000236828,,
9202,ZC3H6,,,0.011638157,,,
9203,ZC3H8,,,0.002109253,,,
9204,ZC3HAV1,,,,6.87694E-05,,tolfenamic-acid
9205,ZC3HAV1L,,,,0.000522016,,
9206,ZC4H2,"HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",13,6.2234E-06,,,
9207,ZCCHC11,,,0.03009219,,,
9208,ZCCHC12,,,0.000376951,,,
9209,ZCCHC14,,,0.042402395,,,
9210,ZCCHC18,,,0.001535639,,,
9211,ZCRB1,,,,0.000293986,,
9212,ZCWPW2,,,0.001050775,,,
9213,ZDHHC12,,,,2.96276E-05,,
9214,ZDHHC14,,,0.039465477,,,
9215,ZDHHC15,,,0.00546066,,,
9216,ZDHHC17,,,0.009365804,,,
9217,ZDHHC2,,,2.89601E-06,,,
9218,ZDHHC21,,,8.84328E-10,,,
9219,ZDHHC22,,,3.56313E-05,,,
9220,ZDHHC4,,,,1.01811E-05,,
9221,ZDHHC5,,,,0.000296906,,
9222,ZDHHC7,,,,2.56672E-07,,
9223,ZDHHC8,,,,0.000404798,,
9224,ZEB1,,,0.000977503,,"TTNPB, warfarin",
9225,ZFAND2A,,,,5.34757E-09,,
9226,ZFAND2B,,,,2.59212E-07,,
9227,ZFAND5,,,,5.45546E-06,,vincristine
9228,ZFHX2,,,8.45305E-07,,,
9229,ZFP14,,,3.48221E-07,,,
9230,ZFP2,,,0.034571411,,,
9231,ZFP28,,,0.00918343,,,
9232,ZFP30,,,1.76334E-09,,,
9233,ZFP36,,,,3.62241E-05,,
9234,ZFP36L2,,,,7.43091E-05,,
9235,ZFP37,,,0.001257059,,,
9236,ZFP42,,,,4.20355E-10,,
9237,ZFP57,HP:0012759,1,,1.20836E-06,,
9238,ZFP69,,,2.54455E-06,,,
9239,ZFP69B,,,2.53193E-06,,,
9240,ZFP82,,,5.95305E-12,,,
9241,ZFP90,,,0.01499492,,,
9242,ZFP91,,,,0.000243585,,
9243,ZFPL1,,,,8.99146E-06,,
9244,ZFPM1,,,,3.65085E-11,,
9245,ZFR2,,,0.000173457,,,
9246,ZFY,,,2.75006E-05,,,
9247,ZFYVE16,,,0.036951331,,,
9248,ZFYVE19,,,,6.20516E-06,,
9249,ZFYVE21,,,,0.000376604,,
9250,ZFYVE26,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",15,0.017343784,,,
9251,ZFYVE9,,,0.007335296,,,
9252,ZG16,,,,7.62472E-05,,daunorubicin
9253,ZG16B,,,,3.49226E-13,,
9254,ZHX3,,,2.93594E-06,,,
9255,ZIC1,"HP:0001272, HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002334, HP:0002363, HP:0002414, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007361, HP:0007364, HP:0007370, HP:0010301, HP:0010950, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547, HP:0410043",30,1.14044E-06,,"androstenedione, methotrexate",
9256,ZIC2,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002363, HP:0002418, HP:0002500, HP:0002538, HP:0002977, HP:0007361, HP:0007364, HP:0007370, HP:0007375, HP:0010651, HP:0010652, HP:0010653, HP:0010662, HP:0011282, HP:0011283, HP:0011751, HP:0012110, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0030047, HP:0040327, HP:0100547, HP:0410043",30,1.82469E-06,,,
9257,ZIC3,"HP:0002011, HP:0002118, HP:0012443, HP:0012639",4,0.002081172,,,
9258,ZIC4,,,5.70359E-06,,,
9259,ZIC5,,,3.26898E-05,,,
9260,ZIM2,,,0.010965954,,,
9261,ZIM3,,,,1.14419E-05,,
9262,ZMAT1,,,2.75574E-05,,,
9263,ZMAT2,,,,6.54745E-06,,
9264,ZMAT4,,,0.000765454,,,
9265,ZMAT5,,,,7.40654E-05,,
9266,ZMYM2,"HP:0002011, HP:0002060, HP:0002143, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0031938, HP:0100547",10,0.007420065,,"calcipotriol, trimethadione",
9267,ZMYM3,,,,4.51931E-06,,
9268,ZMYND11,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,0.044099142,,,
9269,ZMYND12,,,,2.3331E-08,,
9270,ZMYND15,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,1.56584E-05,,
9271,ZMYND19,,,,8.41752E-07,,
9272,ZNF101,,,,0.000168316,,
9273,ZNF106,,,,0.000240549,,alpha-estradiol
9274,ZNF117,,,0.000305008,,,
9275,ZNF124,,,0.000226129,,hydrocortisone,
9276,ZNF131,,,0.002333739,,,
9277,ZNF133,,,0.000212827,,,
9278,ZNF135,,,0.008626883,,,
9279,ZNF138,,,0.004171029,,,
9280,ZNF14,,,0.00737131,,,
9281,ZNF155,,,0.000453672,,,
9282,ZNF16,,,0.029668586,,,
9283,ZNF160,,,,0.000201569,,
9284,ZNF165,,,,9.84277E-05,,
9285,ZNF169,,,0.027079646,,,
9286,ZNF18,,,0.00098821,,,
9287,ZNF182,,,,1.80199E-06,,
9288,ZNF185,,,,0.000113772,,"cytarabine, esmolol, zidovudine, zonisamide"
9289,ZNF197,,,4.07517E-06,,,
9290,ZNF202,,,0.043406315,,,
9291,ZNF208,,,,6.94066E-05,,
9292,ZNF214,,,0.049265882,,,
9293,ZNF217,,,,6.50635E-05,,floxuridine
9294,ZNF22,,,,0.000402981,,
9295,ZNF221,,,0.007419255,,,
9296,ZNF23,,,0.021149466,,,
9297,ZNF230,,,,0.000859559,,
9298,ZNF232,,,,0.000302387,,
9299,ZNF236,,,0.013399438,,,
9300,ZNF239,,,0.005005149,,,
9301,ZNF24,,,,0.000375821,,
9302,ZNF248,,,0.020268841,,,
9303,ZNF25,,,4.81022E-07,,,
9304,ZNF250,,,1.18683E-07,,,
9305,ZNF251,,,0.000280804,,,
9306,ZNF253,,,0.025691211,,,
9307,ZNF256,,,,9.60297E-07,,
9308,ZNF257,,,,0.000237001,,
9309,ZNF259,,,,3.25665E-07,,
9310,ZNF26,,,,1.58286E-05,,
9311,ZNF263,,,,0.000200889,,
9312,ZNF266,,,,1.3721E-06,,
9313,ZNF277,,,0.010688702,,propranolol,
9314,ZNF28,,,,8.63635E-07,,
9315,ZNF280B,,,3.39596E-05,,,
9316,ZNF280D,,,0.00369759,,,
9317,ZNF282,,,,4.98051E-05,,
9318,ZNF285,,,0.010236928,,,
9319,ZNF286B,,,0.006775024,,,
9320,ZNF287,,,0.000680069,,,
9321,ZNF292,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",14,0.000192076,,,
9322,ZNF296,,,,0.000243372,,
9323,ZNF30,,,0.018073431,,,
9324,ZNF300,,,0.004566299,,,
9325,ZNF302,,,0.000272204,,,
9326,ZNF304,,,,0.000322739,,
9327,ZNF311,,,0.000152443,,,
9328,ZNF318,,,0.00655883,,betamethasone,
9329,ZNF320,,,,6.08481E-07,,
9330,ZNF322,,,0.014775287,,,
9331,ZNF324,,,0.002896439,,,
9332,ZNF324B,,,,0.000515156,,
9333,ZNF330,,,,1.60214E-07,,
9334,ZNF333,,,0.001312834,,,
9335,ZNF335,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012757, HP:0012759, HP:0100547, HP:0100705",20,,2.05867E-06,,
9336,ZNF337,,,0.011409465,,,
9337,ZNF33A,,,0.003229968,,,
9338,ZNF341,,,9.14223E-05,,,
9339,ZNF345,,,0.013575511,,,
9340,ZNF346,,,0.045207681,,,
9341,ZNF35,,,0.00105625,,,
9342,ZNF354A,,,6.00014E-07,,,
9343,ZNF354C,,,2.64785E-07,,,
9344,ZNF358,,,,0.000241281,,
9345,ZNF362,,,0.002239546,,,
9346,ZNF365,,,0.006756617,,,
9347,ZNF366,,,,0.00034894,,
9348,ZNF37A,,,1.15516E-09,,,
9349,ZNF382,,,0.000682571,,,
9350,ZNF384,,,,2.75598E-06,,
9351,ZNF385A,,,,0.000526009,,
9352,ZNF385B,,,0.002932238,,,
9353,ZNF385C,,,0.011359655,,,
9354,ZNF385D,,,0.000905206,,,
9355,ZNF394,,,,0.000244084,,
9356,ZNF395,,,,1.81843E-08,,"acetazolamide, chloramphenicol, clorgiline, cortisone, quinidine"
9357,ZNF398,,,0.030819504,,,
9358,ZNF408,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,4.67318E-06,,
9359,ZNF41,"HP:0002011, HP:0012639, HP:0012703, HP:0012759",4,0.028988076,,,
9360,ZNF414,,,,1.21137E-08,,
9361,ZNF419,,,,0.000417345,,
9362,ZNF423,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",21,0.000856845,,"cycloheximide, terbutaline",
9363,ZNF425,,,0.004430187,,,
9364,ZNF426,,,,3.22212E-06,,
9365,ZNF439,,,1.78732E-09,,,
9366,ZNF444,,,,3.23353E-06,,
9367,ZNF445,,,0.002026277,,,
9368,ZNF449,,,0.014900831,,,
9369,ZNF454,,,0.027019293,,,
9370,ZNF460,,,,0.000143471,,
9371,ZNF461,,,0.027922208,,,
9372,ZNF462,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",14,0.001648455,,,
9373,ZNF470,,,0.023323685,,,
9374,ZNF471,,,0.002693031,,,
9375,ZNF473,,,,2.22984E-07,,
9376,ZNF479,,,,0.000308939,,
9377,ZNF483,,,0.013720201,,,
9378,ZNF484,,,0.043469453,,,
9379,ZNF486,,,,6.28426E-05,,
9380,ZNF491,,,0.001284764,,,
9381,ZNF500,,,,7.30683E-07,,
9382,ZNF503,,,,4.03274E-05,,
9383,ZNF506,,,0.023455453,,,
9384,ZNF511,,,,2.07734E-10,,
9385,ZNF512B,,,,0.000379346,,decitabine
9386,ZNF517,,,,0.000260429,,
9387,ZNF519,,,2.4013E-05,,,
9388,ZNF524,,,,1.14664E-07,,
9389,ZNF525,,,,5.90834E-09,,
9390,ZNF526,,,,7.8134E-06,,
9391,ZNF528,,,0.008854564,,,
9392,ZNF529,,,0.005117748,,,
9393,ZNF532,,,2.55585E-12,,ribavirin,
9394,ZNF534,,,0.004137105,,,
9395,ZNF536,,,0.000321317,,,
9396,ZNF540,,,0.006930989,,,
9397,ZNF546,,,2.57407E-05,,,
